"ObsID"	"Town_Region"	"Village"	"Date"	"Year"	"Month"	"Day"	"Latitude"	"Longitude"	"Country"	"Confidence"	"Status"	"NumPosAg"	"NumTestAg"	"PropAg"	"NumPosAb"	"NumTestAb"	"PropAb"	"Genus"	"Species"	"DiagnosticMethod"	"Target"	"lat-lon-source"	"Source"	"Citation"	"DOI"	"Human_Random_Survey"	"Notes"
302	"west in CAR"	"Bouar"	"NA"	1981	"NA"	"NA"	5.95	15.6	"CAR"	"high"	"negative"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"McGregor_Georges_1985"	"McGregor I, Georges AJ, Gonzalez JP, Abdul-Wahid S, Saluzzo JF, Meunier DM, McCormick JB. Antibodies to Lassa and Lassa-like viruses in man and mammals in the Central African Republic. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1985 Jan 1;79(1):78-9."	"10.1016/0035-9203(85)90242-1"	"F"	"NA"
303	"Kissidougou"	"Bambaya"	"NA"	"1996-1999"	"NA"	"NA"	9.3	-10.1	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Bausch_Demby_2001"	"Bausch DG, Demby AH, Coulibaly M, Kanu J, Goba A, Bah A, Conde N, Wurtzel HL, Cavallaro KF, Lloyd E, Baldet FB. Lassa fever in Guinea: I. Epidemiology of human disease and clinical observations. Vector borne and zoonotic diseases. 2001 Dec 1;1(4):269-81."	"10.1089/15303660160025903"	"F"	"Suspected cases in hospitals"
304	"Kissidougou"	"Banankoro"	"NA"	"1996-1999"	"NA"	"NA"	9.1833333	-9.3	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Bausch_Demby_2001"	"Bausch DG, Demby AH, Coulibaly M, Kanu J, Goba A, Bah A, Conde N, Wurtzel HL, Cavallaro KF, Lloyd E, Baldet FB. Lassa fever in Guinea: I. Epidemiology of human disease and clinical observations. Vector borne and zoonotic diseases. 2001 Dec 1;1(4):269-81."	"10.1089/15303660160025903"	"F"	"Suspected cases in hospitals"
305	"NzÔøΩrÔøΩkorÔøΩ"	"Bignamou"	"NA"	"1996-1999"	"NA"	"NA"	7.33	-9.1	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Bausch_Demby_2001"	"Bausch DG, Demby AH, Coulibaly M, Kanu J, Goba A, Bah A, Conde N, Wurtzel HL, Cavallaro KF, Lloyd E, Baldet FB. Lassa fever in Guinea: I. Epidemiology of human disease and clinical observations. Vector borne and zoonotic diseases. 2001 Dec 1;1(4):269-81."	"10.1089/15303660160025903"	"F"	"Suspected cases in hospitals"
306	"NzÔøΩrÔøΩkorÔøΩ"	"Dieke"	"NA"	"1996-1999"	"NA"	"NA"	7.3483333	-8.9541667	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Bausch_Demby_2001"	"Bausch DG, Demby AH, Coulibaly M, Kanu J, Goba A, Bah A, Conde N, Wurtzel HL, Cavallaro KF, Lloyd E, Baldet FB. Lassa fever in Guinea: I. Epidemiology of human disease and clinical observations. Vector borne and zoonotic diseases. 2001 Dec 1;1(4):269-81."	"10.1089/15303660160025903"	"F"	"Suspected cases in hospitals"
307	"Kissidougou"	"Fedou"	"NA"	"1996-1999"	"NA"	"NA"	9.2	-9.9	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Bausch_Demby_2001"	"Bausch DG, Demby AH, Coulibaly M, Kanu J, Goba A, Bah A, Conde N, Wurtzel HL, Cavallaro KF, Lloyd E, Baldet FB. Lassa fever in Guinea: I. Epidemiology of human disease and clinical observations. Vector borne and zoonotic diseases. 2001 Dec 1;1(4):269-81."	"10.1089/15303660160025903"	"F"	"Suspected cases in hospitals"
308	"NzÔøΩrÔøΩkorÔøΩ"	"Koulenin"	"NA"	"1996-1999"	"NA"	"NA"	7.7472222	-8.8238889	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Bausch_Demby_2001"	"Bausch DG, Demby AH, Coulibaly M, Kanu J, Goba A, Bah A, Conde N, Wurtzel HL, Cavallaro KF, Lloyd E, Baldet FB. Lassa fever in Guinea: I. Epidemiology of human disease and clinical observations. Vector borne and zoonotic diseases. 2001 Dec 1;1(4):269-81."	"10.1089/15303660160025903"	"F"	"Suspected cases in hospitals"
309	"Kissidougou"	"Telekoro"	"NA"	"1996-1999"	"NA"	"NA"	9.1833333	-10.1	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Bausch_Demby_2001"	"Bausch DG, Demby AH, Coulibaly M, Kanu J, Goba A, Bah A, Conde N, Wurtzel HL, Cavallaro KF, Lloyd E, Baldet FB. Lassa fever in Guinea: I. Epidemiology of human disease and clinical observations. Vector borne and zoonotic diseases. 2001 Dec 1;1(4):269-81."	"10.1089/15303660160025903"	"F"	"Suspected cases in hospitals"
310	"Kissidougou"	"Yende Milimou"	"NA"	"1996-1999"	"NA"	"NA"	8.8872222	-10.1722222	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	3	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Bausch_Demby_2001"	"Bausch DG, Demby AH, Coulibaly M, Kanu J, Goba A, Bah A, Conde N, Wurtzel HL, Cavallaro KF, Lloyd E, Baldet FB. Lassa fever in Guinea: I. Epidemiology of human disease and clinical observations. Vector borne and zoonotic diseases. 2001 Dec 1;1(4):269-81."	"10.1089/15303660160025903"	"F"	"Suspected cases in hospitals"
311	"SL border"	"Koindu"	"NA"	1974	"NA"	"NA"	8.217	-10.767	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"CF, IFA"	"IgG"	"EFC database"	"Bloch_1978"	"Bloch A. A serological survey of Lassa fever in Liberia. Bulletin of the World Health Organization. 1978;56(5):811."	"NA"	"F"	"Hospital Survey"
312	"Bong"	"Suakoko (Phebe hosp.)"	"NA"	1972	"NA"	"NA"	7.19	-9.38	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"CF, IFA"	"IgG"	"EFC database"	"Bloch_1978"	"Bloch A. A serological survey of Lassa fever in Liberia. Bulletin of the World Health Organization. 1978;56(5):811."	"NA"	"F"	"Hospital Survey"
313	"Lofa"	"Zorzor hosp."	"NA"	1969	"NA"	"NA"	7.779	-9.43	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"CF, IFA"	"IgG"	"EFC database"	"Bloch_1978"	"Bloch A. A serological survey of Lassa fever in Liberia. Bulletin of the World Health Organization. 1978;56(5):811."	"NA"	"F"	"Hospital Survey"
314	"Lofa"	"Zorzor hosp."	"NA"	1972	"NA"	"NA"	7.779	-9.43	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	3	"NA"	"NA"	"Homo"	"sapiens"	"CF, IFA"	"IgG"	"EFC database"	"Bloch_1978"	"Bloch A. A serological survey of Lassa fever in Liberia. Bulletin of the World Health Organization. 1978;56(5):811."	"NA"	"F"	"Hospital Survey"
315	"Madina Oula"	"Ouassou"	"NA"	"1982-1983"	"NA"	"NA"	9.8833333	-12.45	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	3	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Boiro_Lomonossov_1987"	"Boiro I, Lomonossov NN, Sotsinski VA, Constantinov OK, Tkachenko EA, Inapogui AP, Balde C. Clinico-epidemiologic and laboratory research on hemorrhagic fevers in Guinea. Bulletin de la Société de Pathologie Exotique et de ses Filiales. 1987;80(4):607-12."	"NA"	"F"	"Tested individuals with symptoms"
316	"Kenema"	"Dauda camp"	"NA"	2003	"NA"	"NA"	7.9044444	-11.2022222	"Sierra Leone"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Bottineau_Kampudu_2003"	"Bottineau MC, Kampudu F. 2003. Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR."	"NA"	"F"	"Refugee camps"
317	"Bo"	"Gerihun camp"	"NA"	2003	"NA"	"NA"	7.9347222	-11.5786111	"Sierra Leone"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Bottineau_Kampudu_2003"	"Bottineau MC, Kampudu F. 2003. Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR."	"NA"	"F"	"Refugee camps"
318	"Simbuya"	"Jimmi camp"	"NA"	2003	"NA"	"NA"	7.6041667	-11.8158333	"Sierra Leone"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Bottineau_Kampudu_2003"	"Bottineau MC, Kampudu F. 2003. Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR."	"NA"	"F"	"Refugee camps"
319	"Lago"	"Largo camp"	"NA"	2003	"NA"	"NA"	8.05	-11.1166667	"Sierra Leone"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Bottineau_Kampudu_2003"	"Bottineau MC, Kampudu F. 2003. Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR."	"NA"	"F"	"Refugee camps"
320	"Kenema"	"Nongowa"	"NA"	2003	"NA"	"NA"	7.6333333	-11.4	"Sierra Leone"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Bottineau_Kampudu_2003"	"Bottineau MC, Kampudu F. 2003. Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR."	"NA"	"F"	"Refugee camps"
321	"Kenema"	"Panguma"	"NA"	2003	"NA"	"NA"	8.2	-11.2166667	"Sierra Leone"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Bottineau_Kampudu_2003"	"Bottineau MC, Kampudu F. 2003. Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR."	"NA"	"F"	"Refugee camps"
322	"Taiama"	"Taiama camp"	"NA"	2003	"NA"	"NA"	8.2	-12.0666667	"Sierra Leone"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Bottineau_Kampudu_2003"	"Bottineau MC, Kampudu F. 2003. Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR."	"NA"	"F"	"Refugee camps"
323	"Anambra state"	"Onitsha/hospital"	"NA"	1974	"NA"	"NA"	6.1666667	6.7833333	"Nigeria"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Bowen_Tomori_1975"	"Bowen GS, Tomori O, Wulff H, Casals J, Noonan A, Downs WG. Lassa fever in Onitsha, East Central State, Nigeria, in 1974. Bulletin of the World Health Organization. 1975;52(4-6):599."	"NA"	"F"	"Hospital"
324	"Plateau state/Jos"	"Bassa/hospital"	"NA"	1970	"NA"	"NA"	9.9333333	8.7333333	"Nigeria"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Carey_Kemp_1972"	"Carey DE, Kemp GE, White HA, Pinneo L, Addy RF, Fom AL, Stroh G, Casals J, Henderson BE. Lassa fever epidemiological aspects of the 1970 epidemic, Jos, Nigeria. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1972 Jan 1;66(3):402-8."	"10.1016/0035-9203(72)90271-4"	"F"	"Hospital"
325	"Nimba"	"Ganta hosp."	"NA"	1982	"NA"	"NA"	7.235	-8.984	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	4	28	0.142857142857143	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Jahrling_1984"	"Frame JD, Jahrling PB, Yalley-Ogunro JE, Monson MH. Endemic Lassa fever in Liberia. II. Serological and virological findings in hospital patients. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(5):656-60."	"10.1016/0035-9203(84)90232-3"	"F"	"Hospital"
326	"Bong"	"Suakoko (Phebe hosp.)"	"NA"	"1981-1982"	"NA"	"NA"	7.19	-9.38	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	2	36	0.055555555555556	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Jahrling_1984"	"Frame JD, Jahrling PB, Yalley-Ogunro JE, Monson MH. Endemic Lassa fever in Liberia. II. Serological and virological findings in hospital patients. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(5):656-60."	"10.1016/0035-9203(84)90232-4"	"F"	"Hospital"
327	"Lofa"	"Zorzor hosp."	"NA"	"1980-1981"	"NA"	"NA"	7.779	-9.43	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	17	72	0.236111111111111	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Jahrling_1984"	"Frame JD, Jahrling PB, Yalley-Ogunro JE, Monson MH. Endemic Lassa fever in Liberia. II. Serological and virological findings in hospital patients. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(5):656-60."	"10.1016/0035-9203(84)90232-5"	"F"	"Hospital"
328	"Lofa"	"Zorzor hosp."	"NA"	"1981-1982"	"NA"	"NA"	7.779	-9.43	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	20	61	0.327868852459016	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Jahrling_1984"	"Frame JD, Jahrling PB, Yalley-Ogunro JE, Monson MH. Endemic Lassa fever in Liberia. II. Serological and virological findings in hospital patients. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(5):656-60."	"10.1016/0035-9203(84)90232-6"	"F"	"Hospital"
329	"Lofa"	"Foya Kamara hosp."	"NA"	1979	"NA"	"NA"	8.36	-10.206	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	21	52	0.403846153846154	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Yalley-Ogunro_1984"	"Frame JD, Yalley-Ogunro JE, Hanson AP. Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):761-3."	"10.1016/0035-9203(84)90013-0"	"F"	"Hospital"
330	"Lofa"	"Foya Kamara hosp."	"NA"	1981	"NA"	"NA"	8.36	-10.206	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	9	40	0.225	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Yalley-Ogunro_1984"	"Frame JD, Yalley-Ogunro JE, Hanson AP. Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):761-3."	"10.1016/0035-9203(84)90013-0"	"F"	"Hospital"
331	"Nimba"	"Ganta hosp."	"NA"	1982	"NA"	"NA"	7.235	-8.984	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	12	69	0.173913043478261	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Yalley-Ogunro_1984"	"Frame JD, Yalley-Ogunro JE, Hanson AP. Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):761-3."	"10.1016/0035-9203(84)90013-0"	"F"	"Hospital"
332	"Bomi"	"Goodrich plantation  hosp. (=Klay)"	"NA"	1980	"NA"	"NA"	6.694	-10.874	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	6	48	0.125	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Yalley-Ogunro_1984"	"Frame JD, Yalley-Ogunro JE, Hanson AP. Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):761-3."	"10.1016/0035-9203(84)90013-0"	"F"	"Hospital"
333	"Maryland"	"Harper hosp."	"NA"	1981	"NA"	"NA"	4.375	-7.717	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	3	80	0.0375	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Yalley-Ogunro_1984"	"Frame JD, Yalley-Ogunro JE, Hanson AP. Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):761-3."	"10.1016/0035-9203(84)90013-0"	"F"	"Hospital"
334	"Grand Cape Mont"	"Mano river hosp. (=Kongo)"	"NA"	1981	"NA"	"NA"	7.33	-11.14	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	6	67	0.08955223880597	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Yalley-Ogunro_1984"	"Frame JD, Yalley-Ogunro JE, Hanson AP. Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):761-3."	"10.1016/0035-9203(84)90013-0"	"F"	"Hospital"
335	"Grand Cape Mont"	"Mano river hosp. (=Kongo)"	"NA"	1980	"NA"	"NA"	7.33	-11.14	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	6	25	0.24	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Yalley-Ogunro_1984"	"Frame JD, Yalley-Ogunro JE, Hanson AP. Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):761-3."	"10.1016/0035-9203(84)90013-0"	"F"	"Hospital"
336	"Grand Cape Mont"	"Robertsport hosp."	"NA"	1981	"NA"	"NA"	6.753	-11.369	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	3	52	0.057692307692308	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Yalley-Ogunro_1984"	"Frame JD, Yalley-Ogunro JE, Hanson AP. Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):761-3."	"10.1016/0035-9203(84)90013-0"	"F"	"Hospital"
337	"Bomi"	"Tubmanburg hosp."	"NA"	1981	"NA"	"NA"	6.871	-10.817	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	3	52	0.057692307692308	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Yalley-Ogunro_1984"	"Frame JD, Yalley-Ogunro JE, Hanson AP. Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):761-3."	"10.1016/0035-9203(84)90013-0"	"F"	"Hospital"
338	"Lofa"	"Zorzor hosp."	"NA"	1979	"NA"	"NA"	7.779	-9.43	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	22	97	0.22680412371134	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Yalley-Ogunro_1984"	"Frame JD, Yalley-Ogunro JE, Hanson AP. Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):761-3."	"10.1016/0035-9203(84)90013-0"	"F"	"Hospital"
339	"Grand Gedeh"	"Zwedru hosp."	"NA"	1982	"NA"	"NA"	6.067	-8.128	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	4	55	0.072727272727273	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Frame_Yalley-Ogunro_1984"	"Frame JD, Yalley-Ogunro JE, Hanson AP. Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):761-3."	"10.1016/0035-9203(84)90013-0"	"F"	"Hospital"
340	"Borno state/Uba"	"Lassa"	"NA"	1969	"NA"	"NA"	10.6833333	13.2666667	"Nigeria"	"high"	"positive"	3	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"CF, isolation"	"IgG, IgM, isolation"	"EFC database"	"Frame_Baldwin_1970"	"Frame JD, Baldwin Jr JM, Gocke DJ, Troup JM. Lassa fever, a new virus disease of man from West Africa. The American journal of tropical medicine and hygiene. 1970 Jul 1;19(4):670-6."	"10.4269/ajtmh.1970.19.670"	"F"	"Patients with illness"
341	"Plateau state/Vom"	"Fan/hospital"	"NA"	1977	"NA"	"NA"	8.8166667	10.9	"Nigeria"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Frame pers. Com. in Saltzmann_1978"	"Saltzmann S. La fièvre de Lassa: état des connaissances huit ans après son identification. Ed. des Groupes missionnaires; 1978."	"NA"	"F"	"Hospital"
342	"Plateau state/Vom"	"hospital"	"NA"	"1974-75"	"NA"	"NA"	9.7333333	8.7833333	"Nigeria"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Frame pers. Com. in Saltzmann_1978"	"Saltzmann S. La fièvre de Lassa: état des connaissances huit ans après son identification. Ed. des Groupes missionnaires; 1978."	"NA"	"F"	"Hospital"
343	"Plateau state/Vom"	"Ki/hospital"	"NA"	1976	"NA"	"NA"	9.7333333	8.7833333	"Nigeria"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"clinical + IgG/IgM/virus"	"IgG, IgM"	"EFC database"	"Frame pers. Com. in Saltzmann_1978"	"Saltzmann S. La fièvre de Lassa: état des connaissances huit ans après son identification. Ed. des Groupes missionnaires; 1978."	"NA"	"F"	"Hospital"
344	"Panguma"	"hospital"	"NA"	"1970-1972"	"NA"	"NA"	8.2	-11.2166667	"Sierra Leone"	"high"	"positive"	"NA"	"NA"	"NA"	0	49	0	"Homo"	"sapiens"	"CF"	"IgG, IgM"	"EFC database"	"Fraser_Campbell_1974"	"Fraser DW, Campbell CC, Monath TP, Goff PA, Gregg MB. Lassa fever in the eastern province of Sierra Leone, 1970–1972. The American journal of tropical medicine and hygiene. 1974 Nov 1;23(6):1131-9."	"10.4269/ajtmh.1974.23.1131"	"T"	"Hospital work, but complemented with random village serosurvey"
345	"Tongo"	"hospital"	"NA"	"1970-1972"	"NA"	"NA"	8.45	-11.2833333	"Sierra Leone"	"high"	"positive"	"NA"	"NA"	"NA"	16	206	0.077669902912621	"Homo"	"sapiens"	"CF"	"IgG, IgM"	"EFC database"	"Fraser_Campbell_1974"	"Fraser DW, Campbell CC, Monath TP, Goff PA, Gregg MB. Lassa fever in the eastern province of Sierra Leone, 1970–1972. The American journal of tropical medicine and hygiene. 1974 Nov 1;23(6):1131-9."	"10.4269/ajtmh.1974.23.1131"	"T"	"Hospital work, but complemented with random village serosurvey"
346	"Mbomou"	"Bangassou"	"NA"	1981	"NA"	"NA"	4.6833333	22.8	"CAR"	"high"	"negative"	"NA"	"NA"	"NA"	0	22	0	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Georges_Gonzalenz_1985"	"McGregor I, Georges AJ, Gonzalez JP, Abdul-Wahid S, Saluzzo JF, Meunier DM, McCormick JB. Antibodies to Lassa and Lassa-like viruses in man and mammals in the Central African Republic. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1985 Jan 1;79(1):78-9."	"10.1016/0035-9203(85)90242-1"	"F"	"Serosurvey;"
347	"West"	"Botambi"	"NA"	1981	"NA"	"NA"	4.2	18.5002778	"CAR"	"high"	"negative"	"NA"	"NA"	"NA"	0	53	0	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Georges_Gonzalenz_1985"	"McGregor I, Georges AJ, Gonzalez JP, Abdul-Wahid S, Saluzzo JF, Meunier DM, McCormick JB. Antibodies to Lassa and Lassa-like viruses in man and mammals in the Central African Republic. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1985 Jan 1;79(1):78-9."	"10.1016/0035-9203(85)90242-1"	"F"	"Serosurvey"
348	"West"	"Bouar"	"NA"	1981	"NA"	"NA"	5.95	15.6	"CAR"	"high"	"negative"	"NA"	"NA"	"NA"	5	229	0.021834061135371	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Georges_Gonzalenz_1985"	"McGregor I, Georges AJ, Gonzalez JP, Abdul-Wahid S, Saluzzo JF, Meunier DM, McCormick JB. Antibodies to Lassa and Lassa-like viruses in man and mammals in the Central African Republic. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1985 Jan 1;79(1):78-9."	"10.1016/0035-9203(85)90242-1"	"F"	"Serosurvey"
349	"West"	"Bouboui"	"NA"	1981	"NA"	"NA"	4.6	18.3166667	"CAR"	"high"	"negative"	"NA"	"NA"	"NA"	0	127	0	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Georges_Gonzalenz_1985"	"McGregor I, Georges AJ, Gonzalez JP, Abdul-Wahid S, Saluzzo JF, Meunier DM, McCormick JB. Antibodies to Lassa and Lassa-like viruses in man and mammals in the Central African Republic. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1985 Jan 1;79(1):78-9."	"10.1016/0035-9203(85)90242-1"	"F"	"Serosurvey"
