"ObsID"	"Town_Region"	"Village"	"Year"	"Latitude"	"Longitude"	"Country"	"NumPosVirus"	"NumTestVirus"	"PropVirus"	"Virus_Diagnostic_Method"	"NumPosAb"	"NumTestAb"	"PropAb"	"Ab_Diagnostic_Method"	"Antibody_Target"	"Genus"	"Species"	"lat-lon-source"	"Source"	"Citation"	"DOI"	"Bibtex"	"Survey_Notes"	"Housing_Notes"
90	"Yomou"	"Bemeye"	2000	7.368273797	-9.182514379	"Guinea"	"NA"	"NA"	"NA"	"NA"	1	9	0.111111111	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
91	"Yomou"	"Bowe centre"	2000	7.721734525	-9.224964689	"Guinea"	"NA"	"NA"	"NA"	"NA"	8	30	0.266666667	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
92	"Yomou"	"Diecke centre"	2000	7.346378	-8.955102	"Guinea"	"NA"	"NA"	"NA"	"NA"	3	73	0.04109589	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
93	"Gu√©ck√©dou"	"Fandou Bendou"	2000	8.638230041	-10.33170493	"Guinea"	"NA"	"NA"	"NA"	"NA"	5	33	0.151515152	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
94	"Lola"	"Gogota"	2000	7.731118438	-8.588210029	"Guinea"	"NA"	"NA"	"NA"	"NA"	0	6	0	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
95	"Lola"	"Gote Koly"	2000	7.731118438	-8.588210029	"Guinea"	"NA"	"NA"	"NA"	"NA"	7	21	0.333333333	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
96	"Lola"	"Gueasso center"	2000	7.987612064	-8.397183631	"Guinea"	"NA"	"NA"	"NA"	"NA"	1	11	0.090909091	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
97	"Gu√©ck√©dou"	"Kelema"	2000	8.362968589	-10.60763195	"Guinea"	"NA"	"NA"	"NA"	"NA"	1	23	0.043478261	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
98	"Lola"	"Kokota"	2000	7.85623728	-8.566984874	"Guinea"	"NA"	"NA"	"NA"	"NA"	16	51	0.31372549	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
99	"Gu√©ck√©dou"	"Koumoni"	2000	8.825908303	-10.43176638	"Guinea"	"NA"	"NA"	"NA"	"NA"	2	40	0.05	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
100	"Yomou"	"Kowi"	2000	7.311970319	-9.012713136	"Guinea"	"NA"	"NA"	"NA"	"NA"	4	29	0.137931034	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
101	"Lola"	"Laine center"	2000	8.009507861	-8.582145699	"Guinea"	"NA"	"NA"	"NA"	"NA"	2	37	0.054054054	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
102	"Yomou"	"Manangoya"	2000	7.358889884	-9.264382835	"Guinea"	"NA"	"NA"	"NA"	"NA"	0	12	0	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
103	"Lola"	"Manga Bo"	2000	7.731118438	-8.588210029	"Guinea"	"NA"	"NA"	"NA"	"NA"	0	19	0	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
104	"Gu√©ck√©dou"	"Mangala"	2000	8.506855257	-10.20738617	"Guinea"	"NA"	"NA"	"NA"	"NA"	1	26	0.038461538	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
105	"Lola"	"Morigbedou"	2000	8.09709105	-8.506341573	"Guinea"	"NA"	"NA"	"NA"	"NA"	4	40	0.1	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
106	"Yomou"	"Nawei"	2000	7.293202492	-9.109742417	"Guinea"	"NA"	"NA"	"NA"	"NA"	10	53	0.188679245	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
107	"Lola"	"N‚Äôzoo center"	2000	7.624767423	-8.400215796	"Guinea"	"NA"	"NA"	"NA"	"NA"	2	35	0.057142857	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
108	"Lola"	"Pine"	2000	7.890644961	-8.333508165	"Guinea"	"NA"	"NA"	"NA"	"NA"	15	36	0.416666667	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
109	"Gu√©ck√©dou"	"Sandia"	2000	8.506855257	-10.20738617	"Guinea"	"NA"	"NA"	"NA"	"NA"	2	51	0.039215686	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
110	"Gu√©ck√©dou"	"Sokoro"	2000	8.506855257	-10.20738617	"Guinea"	"NA"	"NA"	"NA"	"NA"	2	32	0.0625	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
111	"Lola"	"Theasso"	2000	7.590359741	-8.542727553	"Guinea"	"NA"	"NA"	"NA"	"NA"	2	25	0.08	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
112	"Lola"	"Tounkarata center"	2000	7.734246409	-8.32441167	"Guinea"	"NA"	"NA"	"NA"	"NA"	1	47	0.021276596	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
113	"Gu√©ck√©dou"	"Yaradou"	2000	8.478703517	-10.06790657	"Guinea"	"NA"	"NA"	"NA"	"NA"	7	51	0.137254902	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
114	"Yomou"	"Yekeni"	2000	7.421449305	-9.412958922	"Guinea"	"NA"	"NA"	"NA"	"NA"	2	8	0.25	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
115	"Gu√©ck√©dou"	"Yelindou"	2000	8.600694388	-10.45299153	"Guinea"	"NA"	"NA"	"NA"	"NA"	4	50	0.08	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
116	"Yomou"	"Yomou center"	2000	7.487136697	-9.26135067	"Guinea"	"NA"	"NA"	"NA"	"NA"	3	49	0.06122449	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
117	"Lola"	"Zougueta"	2000	7.731118438	-8.588210029	"Guinea"	"NA"	"NA"	"NA"	"NA"	2	13	0.153846154	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
118	"Faranah"	"Gbetaya"	"1990-1992"	9.84	-11.03	"Guinea"	"NA"	"NA"	"NA"	"NA"	20	47	0.425531915	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
119	"Faranah"	"Kamaraya"	"1990-1992"	9.88	-10.75	"Guinea"	"NA"	"NA"	"NA"	"NA"	33	130	0.253846154	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
120	"Faranah"	"Sangoyah"	"1990-1992"	9.72	-10.88	"Guinea"	"NA"	"NA"	"NA"	"NA"	76	182	0.417582418	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
121	"Faranah"	"Tindo"	"1990-1992"	9.97	-10.7	"Guinea"	"NA"	"NA"	"NA"	"NA"	20	61	0.327868852	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
122	"Gueckedou"	"Bawa"	"1990-1992"	8.56	-10.03	"Guinea"	"NA"	"NA"	"NA"	"NA"	28	51	0.549019608	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
123	"Gueckedou"	"Fangamandou"	"1990-1992"	8.5	-10.6	"Guinea"	"NA"	"NA"	"NA"	"NA"	32	112	0.285714286	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
